sampleid	Cluster	Description
K08325	1	K08325: NADP-dependent alcohol dehydrogenase
K06020	1	K06020: sulfate-transporting ATPase
K03473	1	K03473: erythronate-4-phosphate dehydrogenase
K03472	1	K03472: D-erythrose 4-phosphate dehydrogenase
K03478	1	K03478: hypothetical protein
K02302	1	K02302: uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase /
K02300	1	K02300: cytochrome o ubiquinol oxidase operon protein cyoD
K03651	1	K03651: Icc protein
K03656	1	K03656: ATP-dependent DNA helicase Rep
K03658	1	K03658: DNA helicase IV
K06972	1	K06972
K07082	1	K07082
K07089	1	K07089
K05952	1	K05952: hypothetical protein
K00358	1	K00358
K00680	1	K00680
K00685	1	K00685: arginine-tRNA-protein transferase
K00684	1	K00684: leucyl/phenylalanyl-tRNA--protein transferase
K07678	1	K07678: two-component system NarL family sensor histidine kinase BarA
K05834	1	K05834: homoserine/homoserine lactone efflux protein
K05836	1	K05836: GntR family transcriptional regulator histidine utilization
K00534	1	K00534: ferredoxin hydrogenase small subunit
K14260	1	K14260
K14267	1	K14267
K14268	1	K14268
K01337	1	K01337: lysyl endopeptidase
K02688	1	K02688: transcriptional regulator propionate catabolism operon regulatory
K00823	1	K00823: 4-aminobutyrate aminotransferase
K01488	1	K01488: adenosine deaminase
K01484	1	K01484: succinylarginine dihydrolase
K01482	1	K01482: dimethylargininase
K05306	1	K05306: phosphonoacetaldehyde hydrolase
K02462	1	K02462: general secretion pathway protein M
K02460	1	K02460: general secretion pathway protein K
K13069	1	K13069
K03078	1	K03078: 3-dehydro-L-gulonate-6-phosphate decarboxylase
K13288	1	K13288
K03224	1	K03224: ATP synthase in type III secretion protein SctN
K09483	1	K09483: 3-dehydroshikimate dehydratase
K08686	1	K08686: 2-chlorobenzoate 12-dioxygenase
K13934	1	K13934
K13933	1	K13933
K13932	1	K13932
K13930	1	K13930
K07140	1	K07140
K14028	1	K14028
K01816	1	K01816: hydroxypyruvate isomerase
K01815	1	K01815: 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
K01811	1	K01811: putative family 31 glucosidase
K08307	1	K08307: membrane-bound lytic murein transglycosylase D
K08301	1	K08301: ribonuclease G
K08303	1	K08303: putative protease
K01676	1	K01676: fumarate hydratase class I
K01678	1	K01678: fumarate hydratase subunit beta
K06048	1	K06048: carboxylate-amine ligase
K03413	1	K03413: two-component system chemotaxis family response regulator CheY
K03412	1	K03412: protein-glutamate methylesterase two-component system chemotaxis
K03416	1	K03416: methylmalonyl-CoA carboxyltransferase
K13542	1	K13542
K12410	1	K12410: NAD-dependent deacetylase
K07316	1	K07316: adenine-specific DNA-methyltransferase
K07318	1	K07318: adenine-specific DNA-methyltransferase
K07319	1	K07319: putative adenine-specific DNA-methyltransferase
K06956	1	K06956
K01415	1	K01415: endothelin-converting enzyme
K02665	1	K02665: type IV pilus assembly protein PilP
K02664	1	K02664: type IV pilus assembly protein PilO
K02667	1	K02667: two-component system NtrC family response regulator PilR
K00803	1	K00803: alkyldihydroxyacetonephosphate synthase
K02409	1	K02409: flagellar M-ring protein FliF
K02401	1	K02401: flagellar biosynthetic protein FlhB
K02405	1	K02405: RNA polymerase sigma factor for flagellar operon FliA
K02407	1	K02407: flagellar hook-associated protein 2
K02406	1	K02406: flagellin
K03207	1	K03207: colanic acid biosynthesis protein WcaH
K03759	1	K03759: arginine:agmatine antiporter
K13953	1	K13953
K13954	1	K13954
K00470	1	K00470
K00479	1	K00479: Rieske 2Fe-2S family protein
K03435	1	K03435: LacI family transcriptional regulator fructose operon
K06889	1	K06889
K02346	1	K02346: DNA polymerase IV
K03690	1	K03690: hypothetical protein
K03699	1	K03699: putative hemolysin
K07334	1	K07334: proteic killer suppression protein
K09697	1	K09697: sodium transport system ATP-binding protein
K09691	1	K09691: lipopolysaccharide transport system ATP-binding protein
K09693	1	K09693: teichoic acid transport system ATP-binding protein
K09699	1	K09699: 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl
K05997	1	K05997: Fe-S cluster assembly protein SufA
K05993	1	K05993: isochorismatase
K10834	1	K10834: heme-transporting ATPase
K03147	1	K03147: thiamine biosynthesis protein ThiC
K01993	1	K01993: HlyD family secretion protein
K00865	1	K00865: glycerate kinase
K01192	1	K01192: beta-mannosidase
K01190	1	K01190: beta-galactosidase
K01198	1	K01198: xylan 14-beta-xylosidase
K01734	1	K01734: methylglyoxal synthase
K01730	1	K01730: oligogalacturonide lyase
K01731	1	K01731: pectate disaccharide-lyase
K02427	1	K02427: cell division protein methyltransferase FtsJ
K03770	1	K03770: peptidyl-prolyl cis-trans isomerase D
K03771	1	K03771: peptidyl-prolyl cis-trans isomerase SurA
K03773	1	K03773: FKBP-type peptidyl-prolyl cis-trans isomerase FklB
K03774	1	K03774: FKBP-type peptidyl-prolyl cis-trans isomerase SlpA
K03775	1	K03775: FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
K03776	1	K03776: aerotaxis receptor
K13979	1	K13979
K09996	1	K09996: arginine transport system substrate-binding protein
K09999	1	K09999: arginine transport system permease protein
K11712	1	K11712: two-component system LuxR family response regulator DctR
K11719	1	K11719: lipopolysaccharide export system protein LptC
K06857	1	K06857: putative tungstate transport system ATP-binding protein
K07458	1	K07458: DNA mismatch endonuclease patch repair protein
K01857	1	K01857: 3-carboxy-ciscis-muconate cycloisomerase
K01856	1	K01856: muconate cycloisomerase
K00451	1	K00451: homogentisate 12-dioxygenase
K00452	1	K00452: 3-hydroxyanthranilate 34-dioxygenase
K00453	1	K00453: tryptophan 23-dioxygenase
K00457	1	K00457: 4-hydroxyphenylpyruvate dioxygenase
K05358	1	K05358: quinate dehydrogenase (pyrroloquinoline-quinone)
K04759	1	K04759: ferrous iron transport protein B
K04758	1	K04758: ferrous iron transport protein A
K02364	1	K02364: enterobactin synthetase component F
K12369	1	K12369: dipeptide transport system permease protein
K06195	1	K06195: ApaG protein
K06194	1	K06194: lipoprotein NlpD
K06193	1	K06193: PhnA protein
K07862	1	K07862: serine/threonine transporter
K00660	1	K00660: chalcone synthase
K06996	1	K06996
K06441	1	K06441: ferredoxin hydrogenase gamma subunit
K06445	1	K06445: acyl-CoA dehydrogenase
K06447	1	K06447: succinylglutamic semialdehyde dehydrogenase
K06446	1	K06446: acyl-CoA dehydrogenase
K00598	1	K00598: trans-aconitate 2-methyltransferase
K05685	1	K05685: macrolide transport system permease protein
K07642	1	K07642: two-component system OmpR family sensor histidine kinase BaeS
K07644	1	K07644: two-component system OmpR family heavy metal sensor histidine
K07645	1	K07645: two-component system OmpR family sensor histidine kinase QseC
K07646	1	K07646: two-component system OmpR family sensor histidine kinase KdpD
K07716	1	K07716: two-component system PleD family sensor histidine kinase PleC
K07714	1	K07714: two-component system NtrC family response regulator AtoC
K07715	1	K07715: two-component system NtrC family response regulator YfhA
K07713	1	K07713: two-component system NtrC family response regulator HydG
K00842	1	K00842: aminotransferase
K13771	1	K13771
K13770	1	K13770
K13777	1	K13777
K13776	1	K13776
K13778	1	K13778
K08280	1	K08280: lipopolysaccharide O-acetyltransferase
K03578	1	K03578: ATP-dependent helicase HrpA
K03579	1	K03579: ATP-dependent helicase HrpB
K03576	1	K03576: LysR family transcriptional regulator regulator for metE and metH
K03572	1	K03572: DNA mismatch repair protein MutL
K03571	1	K03571: rod shape-determining protein MreD
K01712	1	K01712: urocanate hydratase
K14170	1	K14170
K02192	1	K02192: bacterioferritin-associated ferredoxin
K02194	1	K02194: heme exporter membrane protein CcmB
K03719	1	K03719: Lrp/AsnC family transcriptional regulator leucine-responsive
K00248	1	K00248: butyryl-CoA dehydrogenase
K11733	1	K11733: lysine-specific permease
K11731	1	K11731: citronellyl-CoA dehydrogenase
K11737	1	K11737: D-serine/D-alanine/glycine transporter
K11736	1	K11736: proline-specific permease ProY
K11734	1	K11734: aromatic amino acid transport protein AroP
K06877	1	K06877
K06879	1	K06879: 7-cyano-7-deazaguanine reductase
K01525	1	K01525: bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
K01523	1	K01523: phosphoribosyl-ATP pyrophosphohydrolase
K03969	1	K03969: phage shock protein A
K02386	1	K02386: flagella basal body P-ring formation protein FlgA
K13527	1	K13527
K13522	1	K13522
K13529	1	K13529
K03387	1	K03387: alkyl hydroperoxide reductase subunit F
K03380	1	K03380: phenol 2-monooxygenase
K05359	1	K05359: carboxycyclohexadienyl dehydratase
K03923	1	K03923: modulator of drug activity B
K11475	1	K11475: GntR family transcriptional regulator vanillate catabolism
K01957	1	K01957: glutamyl-tRNA (Gln) amidotransferase
K04126	1	K04126: isopenicillin-N synthase
K07733	1	K07733: prophage regulatory protein
K07734	1	K07734: transcriptional regulator
K07735	1	K07735: putative transcriptional regulator
K07737	1	K07737: putative transcriptional regulator
K02609	1	K02609: phenylacetic acid degradation protein
K03557	1	K03557: Fis family transcriptional regulator factor for inversion
K14159	1	K14159
K08153	1	K08153: MFS transporter DHA1 family multidrug resistance protein
K08156	1	K08156: MFS transporter DHA1 family arabinose polymer transporter
K03734	1	K03734: thiamine biosynthesis lipoprotein
K03737	1	K03737: putative pyruvate-flavodoxin oxidoreductase
K03732	1	K03732: ATP-dependent RNA helicase RhlB
K03739	1	K03739: membrane protein involved in D-alanine export
K08139	1	K08139: MFS transporter SP family sugar:H+ symporter
K08714	1	K08714: voltage-gated sodium channel
K00146	1	K00146: phenylacetaldehyde dehydrogenase
K01541	1	K01541: H+/K+-exchanging ATPase
K02018	1	K02018: molybdate transport system permease protein
K02019	1	K02019: molybdate transport system regulatory protein
K02016	1	K02016: iron complex transport system substrate-binding protein
K02017	1	K02017: molybdate transport system ATP-binding protein
K02014	1	K02014: iron complex outermembrane recepter protein
K02015	1	K02015: iron complex transport system permease protein
K07282	1	K07282: poly-gamma-glutamate synthesis protein (capsule biosynthesis
K07284	1	K07284: sortase A
K07536	1	K07536: 2-ketocyclohexanecarboxyl-CoA hydrolase
K07534	1	K07534: cyclohex-1-ene-1-carboxyl-CoA hydratase
K07535	1	K07535: 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase
K07823	1	K07823: 3-oxoadipyl-CoA thiolase
K00086	1	K00086: 13-propanediol dehydrogenase
K01974	1	K01974: RNA 3'-terminal phosphate cyclase
K01975	1	K01975: 2'-5' RNA ligase
K01976	1	K01976
K01289	1	K01289: carboxypeptidase
K01284	1	K01284: peptidyl-dipeptidase Dcp
K00887	1	K00887: undecaprenol kinase
K00884	1	K00884: N-acetylglucosamine kinase
K01027	1	K01027
K01750	1	K01750: ornithine cyclodeaminase
K01752	1	K01752: L-serine dehydratase
K01753	1	K01753: D-serine dehydratase
K02481	1	K02481: two-component system NtrC family response regulator
K02480	1	K02480: two-component system NarL family sensor kinase
K02486	1	K02486: two-component system unclassified family sensor kinase
K02489	1	K02489: two-component system PleD related family sensor kinase and
K02488	1	K02488: two-component system PleD related family response regulator
K06076	1	K06076: long-chain fatty acid transport protein
K03288	1	K03288: MFS transporter MHS family metabolite:H+ symporter other
K03286	1	K03286: OmpA-OmpF porin OOP family
K03287	1	K03287: outer membrane factor OMF family
K12067	1	K12067: conjugal transfer pilus assembly protein TraE
K10937	1	K10937: accessory colonization factor AcfB
K11330	1	K11330: two-component system OmpR family Ni(II)-responsive and/or
K00166	1	K00166: 2-oxoisovalerate dehydrogenase E1 component alpha subunit
K00167	1	K00167: 2-oxoisovalerate dehydrogenase E1 component beta subunit
K10680	1	K10680: N-ethylmaleimide reductase
K04082	1	K04082: molecular chaperone HscB
K04085	1	K04085: tRNA 2-thiouridine synthesizing protein A
K04084	1	K04084: thiol:disulfide interchange protein DsbD
K01567	1	K01567
K01564	1	K01564
K05020	1	K05020: glycine betaine transporter
K13655	1	K13655
K13652	1	K13652
K03077	1	K03077: L-ribulose-5-phosphate 4-epimerase
K08964	1	K08964: methylthioribulose-1-phosphate dehydratase
K08967	1	K08967: 12-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53
K08963	1	K08963: methylthioribose-1-phosphate isomerase
K06139	1	K06139: pyrroloquinoline quinone biosynthesis protein E
K06138	1	K06138: pyrroloquinoline quinone biosynthesis protein D
K06136	1	K06136: pyrroloquinoline quinone biosynthesis protein B
K06133	1	K06133: 4'-phosphopantetheinyl transferase
K10217	1	K10217: aminomuconate-semialdehyde dehydrogenase
K01912	1	K01912: phenylacetate-CoA ligase
K07772	1	K07772: two-component system OmpR family torCAD operon response regulator
K04691	1	K04691: serine protease DegS
K01007	1	K01007: pyruvate water dikinase
K08195	1	K08195: MFS transporter AAHS family 4-hydroxybenzoate transporter
K08194	1	K08194: MFS transporter ACS family D-galactonate transporter
K08191	1	K08191: MFS transporter ACS family hexuronate transporter
K03519	1	K03519: carbon-monoxide dehydrogenase medium subunit
K02203	1	K02203: phosphoserine / homoserine phosphotransferase
K07180	1	K07180: serine protein kinase
K09800	1	K09800: hypothetical protein
K09801	1	K09801: hypothetical protein
K09805	1	K09805: hypothetical protein
K09806	1	K09806: hypothetical protein
K09807	1	K09807: hypothetical protein
K10912	1	K10912: two-component system repressor protein LuxO
K10914	1	K10914: CRP/FNR family transcriptional regulator cyclic AMP receptor
K11357	1	K11357: two-component system PleD family sensor histidine kinase DivJ
K04063	1	K04063: osmotically inducible protein OsmC
K10002	1	K10002: glutamate/aspartate transport system permease protein
K10003	1	K10003: glutamate/aspartate transport system permease protein
K10001	1	K10001: glutamate/aspartate transport system substrate-binding protein
K10009	1	K10009: cystine transport system permease protein
K14584	1	K14584
K05556	1	K05556: hydroxylacyl-CoA dehydrogenase
K05550	1	K05550: benzoate 12-dioxygenase beta subunit
K05559	1	K05559: multicomponent K+:H+ antiporter subunit A
K03893	1	K03893: arsenical pump membrane protein
K02422	1	K02422: flagellar protein FliS
K02421	1	K02421: flagellar biosynthetic protein FliR
K03098	1	K03098: outer membrane lipoprotein Blc
K03092	1	K03092: RNA polymerase sigma-54 factor
K06113	1	K06113: arabinan endo-15-alpha-L-arabinosidase
K02429	1	K02429: MFS transporter FHS family L-fucose permease
K07571	1	K07571: S1 RNA binding domain protein
K07574	1	K07574: putative RNA-binding protein containing KH domain
K10764	1	K10764: O-succinylhomoserine sulfhydrylase
K10763	1	K10763: DnaA-homolog protein
K01932	1	K01932
K07798	1	K07798: Cu(I)/Ag(I) efflux system membrane protein CusB
K07799	1	K07799: putative multidrug efflux transporter MdtA
K09810	1	K09810: lipoprotein-releasing system ATP-binding protein
K01246	1	K01246: DNA-3-methyladenine glycosylase I
K01241	1	K01241: AMP nucleosidase
K00224	1	K00224
K01066	1	K01066: esterase / lipase
K01797	1	K01797
K03793	1	K03793: pteridine reductase
K12530	1	K12530: ATP-binding cassette subfamily B bacterial RtxB
K12535	1	K12535: outer membrane protein RsaF
K12536	1	K12536: ATP-binding cassette subfamily C bacterial HasD
K09790	1	K09790: hypothetical protein
K09796	1	K09796: hypothetical protein
K04047	1	K04047: starvation-inducible DNA-binding protein
K04046	1	K04046: hypothetical chaperone protein
K08363	1	K08363: mercuric ion transport protein
K10021	1	K10021: octopine/nopaline transport system ATP-binding protein
K10026	1	K10026: queuosine biosynthesis protein QueE
K13612	1	K13612
K13613	1	K13613
K13611	1	K13611
K13614	1	K13614
K05797	1	K05797: 4-cresol dehydrogenase (hydroxylating)
K05799	1	K05799: GntR family transcriptional regulator transcriptional repressor for
K01476	1	K01476: arginase
K01471	1	K01471
K01479	1	K01479: formiminoglutamase
K02072	1	K02072: D-methionine transport system permease protein
K02073	1	K02073: D-methionine transport system substrate-binding protein
K03306	1	K03306: inorganic phosphate transporter PiT family
K03303	1	K03303: lactate transporter LctP family
K13039	1	K13039
K07559	1	K07559: putative RNA 2'-phosphotransferase
K07229	1	K07229
K07226	1	K07226: hypothetical protein
K07223	1	K07223: putative iron-dependent peroxidase
K07552	1	K07552: MFS transporter DHA1 family bicyclomycin/chloramphenicol
K08651	1	K08651: thermitase
K07451	1	K07451: 5-methylcytosine-specific restriction enzyme A
K07452	1	K07452: 5-methylcytosine-specific restriction enzyme B
